image	Ind	Infl_pos	Cor_Len_Var	Nectar_UNC	Sugar_UND	Sugar_D+2.5	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	Top_out_dia	Top_in_dia	Bottom_out_dia	Nec_H1	Nec_H2	Nec_H3	Nec_H4	Ov_H1	Ov_H2	Nec_H_avg	Ov_H_avg	Top_out_rad	Top_in_rad	Nec_thickness	Bottom_out_rad	Bottom_in_rad	Bottom_in_rad_A	Bottom_in_rad_B	Bottom_in_rad_C	Bottom_in_rad_D	FVol_A	FVol_B	FVol_C	FVol_C1	FVol_C2	FVol_C3	FVol_C4	CVol_A	CVol_B	Frustrum_Vol	Frustrum_Vol_A	Frustrum_Vol_B	Frustrum_Vol_C	Frustrum_Vol_D	Cylinder_Vol
1531	358	1	26.15	7.15	25.8	4.1	2.267	1.942	2.174	1.617	3.368	1.6	3.368	1.907	2.272	1.6	2.47	0.835	3.101	0.835	3.287	1.606	1.194	1.015	1.101	0.325	0.342	0.301	0.307	1.107	1.072	0.31875	1.0895	0.597	0.5075	0.0895	0.5505	0.461	0.5505	0.50575	0.528125	0.5393125	0.333794219	0.98810775	0.70403475	0.83998525	0.770007438	0.804495703	0.822115316	1.001382658	0.09885275	0.094821925	0.049442434	0.072800624	0.06128864	0.055407315	0.09898943
1845	361	1	21.64	11.37	31.9	6.6	2.209	1.994	2.087	1.623	3.472	1.588	3.368	2.017	2.209	1.588	2.429	0.852	3.142	0.841	3.333	1.548	1.385	1.124	1.159	0.371	0.406	0.469	0.429	1.142	1.176	0.41875	1.159	0.6925	0.562	0.1305	0.5795	0.449	0.5795	0.51425	0.546875	0.5631875	0.438513975	1.21668025	0.769783	0.97734325	0.869305563	0.922260016	0.949535535	1.315541924	0.16371225	0.195970689	0.104952619	0.152328655	0.129107387	0.117146691	0.215370328
2027	361	1	22.65	8.27	34.4	6	2.174	2.058	2.104	1.71	3.472	1.623	3.397	2.017	2.22	1.664	2.47	0.997	3.142	0.968	3.386	1.641	1.368	1.166	1.223	0.348	0.394	0.376	0.394	1.061	1.049	0.378	1.055	0.684	0.583	0.101	0.6115	0.5105	0.6115	0.561	0.58625	0.598875	0.395840674	1.26005425	0.89812075	1.07032575	0.981673	1.025361813	1.047684391	1.187522023	0.127967	0.143268001	0.075102257	0.110194622	0.092900813	0.084064628	0.151963631
2136	361	1	21.33	6.84	36	5	2.371	1.89	2.272	1.612	3.362	1.554	3.316	1.826	2.388	1.583	2.522	1.049	3.113	1.009	3.264	1.507	1.09	0.876	0.945	0.278	0.307	0.319	0.272	0.841	0.817	0.294	0.829	0.545	0.438	0.107	0.4725	0.3655	0.4725	0.419	0.44575	0.459125	0.30787608	0.77779375	0.48552325	0.62205525	0.550927	0.585775563	0.603736516	0.92362824	0.105181	0.089983096	0.047948159	0.069846846	0.059117807	0.053588059	0.097148142
99	362	1	28.95	33.64	33.3	15.2	2.377	2.128	2.174	1.536	3.455	1.461	3.438	2.046	2.377	1.525	2.499	0.667	3.229	0.632	3.351	1.455	1.281	0.974	1.061	0.592	0.603	0.591	0.585	1.461	1.414	0.59275	1.4375	0.6405	0.487	0.1535	0.5305	0.377	0.5305	0.45375	0.492125	0.5113125	0.620726348	1.03145575	0.562897	0.77695275	0.664034313	0.719020891	0.74761866	1.862179045	0.17307125	0.290846762	0.157976718	0.228068167	0.193936549	0.17618516	0.322289655
1638	362	1	27.86	38.16	34.8	16.9	2.18	2.18	2.046	1.675	3.536	1.612	3.513	2.081	2.186	1.612	2.388	0.794	3.159	0.736	3.426	1.577	1.49	1.24	1.333	0.505	0.568	0.504	0.469	1.386	1.345	0.5115	1.3655	0.745	0.62	0.125	0.6665	0.5415	0.6665	0.604	0.63525	0.650875	0.535641547	1.49578975	1.01335225	1.24185225	1.123696	1.181797563	1.211580766	1.606924642	0.170625	0.258413569	0.136019475	0.199308872	0.168187261	0.15223414	0.274181517
1728	362	2	28.27	43.57	32	16.5	2.18	2.186	2.07	1.635	3.571	1.583	3.507	2.168	2.313	1.623	2.551	0.864	3.159	0.887	3.414	1.594	1.501	1.101	1.327	0.551	0.563	0.574	0.585	1.322	1.281	0.56825	1.3015	0.7505	0.5505	0.2	0.6635	0.4635	0.6635	0.5635	0.6135	0.6385	0.595070008	1.50143925	0.77303925	1.10853925	0.93078925	1.01716425	1.06222675	1.785210025	0.2602	0.433448994	0.233803006	0.3395767	0.288177528	0.261362186	0.464511649
571	364	1	26.37	34.02	29.1	13.2	2.243	2.006	2.11	1.652	3.362	1.623	3.258	1.994	2.249	1.6	2.412	1.003	3.043	0.957	3.252	1.588	1.252	1.003	1.015	0.354	0.406	0.406	0.371	1.003	1.037	0.38425	1.02	0.626	0.5015	0.1245	0.5075	0.383	0.5075	0.44525	0.476375	0.4919375	0.402385659	0.96712725	0.59026575	0.76356975	0.673042688	0.717337453	0.74021141	1.207156977	0.14037375	0.151643663	0.081908619	0.11833541	0.100511832	0.09130768	0.169453152
2704	364	1	27.49	40.56	27.5	14.2	2.284	2.104	2.18	1.797	3.501	1.577	3.49	1.977	2.301	1.733	2.458	1.038	3.13	1.049	3.397	1.6	1.321	1.096	1.206	0.307	0.371	0.377	0.4	1.066	0.928	0.36375	0.997	0.6605	0.548	0.1125	0.603	0.4905	0.603	0.54675	0.574875	0.5889375	0.380918109	1.19815075	0.80968825	0.994357	0.898858563	0.945816766	0.969889129	1.142754328	0.13595625	0.147972401	0.07762873	0.114005814	0.096118584	0.086948985	0.155364593
2733	364	1	25.79	19.56	26	9.1	2.267	2.046	2.157	1.652	3.536	1.513	3.513	1.901	2.284	1.6	2.412	0.991	3.217	0.945	3.409	1.472	1.379	1.125	1.246	0.394	0.446	0.429	0.388	1.055	0.956	0.41425	1.0055	0.6895	0.5625	0.127	0.623	0.496	0.623	0.5595	0.59125	0.607125	0.433801586	1.29309775	0.84142225	1.05497275	0.94416525	0.998560938	1.026514828	1.301404757	0.159004	0.195937548	0.103299003	0.151367472	0.127770536	0.115644094	0.206928562
2773	364	1	26.22	37.25	30.1	14.9	2.261	1.977	2.122	1.652	3.455	1.571	3.368	1.942	2.296	1.617	2.417	0.986	3.119	1.009	3.316	1.559	1.333	1.02	1.107	0.325	0.36	0.383	0.371	0.991	0.933	0.35975	0.962	0.6665	0.51	0.1565	0.5535	0.397	0.5535	0.47525	0.514375	0.5339375	0.376729319	1.11949225	0.620179	0.84874725	0.728340063	0.787012891	0.817497379	1.130187957	0.18412225	0.188105941	0.101997579	0.147358497	0.125254723	0.113770322	0.20809275
2779	364	1	25.1	24.01	26.8	9.9	2.18	2.058	2.139	1.693	3.409	1.594	3.443	1.959	2.272	1.641	2.388	0.962	3.183	0.91	3.299	1.565	1.27	1.027	1.263	0.365	0.417	0.394	0.365	1.096	1.049	0.38525	1.0725	0.635	0.5135	0.1215	0.6315	0.51	0.6315	0.57075	0.601125	0.6163125	0.403432857	1.20301975	0.78566725	0.98674975	0.882517938	0.933711203	0.959999816	1.21029857	0.13954275	0.168373711	0.087250424	0.129300962	0.108647916	0.098042226	0.168888391
1164	366	1	31.09	16.47	32.7	9.3	2.267	2.122	2.22	1.658	3.496	1.588	3.513	2.122	2.354	1.646	2.58	0.904	3.159	0.887	3.345	1.559	1.276	0.991	1.246	0.464	0.476	0.563	0.534	1.218	1.235	0.50925	1.2265	0.638	0.4955	0.1425	0.623	0.4805	0.623	0.55175	0.587375	0.6051875	0.533285353	1.192647	0.71448825	0.94234575	0.823340438	0.881573953	0.911642566	1.599856059	0.16152375	0.254995058	0.13348199	0.196945781	0.1658907	0.149855549	0.25841475
1271	366	1	28.89	33.54	31.3	14.2	2.081	2.064	2.052	1.67	3.391	1.588	3.322	2.075	2.232	1.6	2.446	0.887	3.043	0.87	3.281	1.612	1.339	1.049	1.241	0.394	0.464	0.463	0.487	1.177	1.205	0.452	1.191	0.6695	0.5245	0.145	0.6205	0.4755	0.6205	0.548	0.58425	0.602375	0.473333293	1.24867525	0.75060025	0.98557275	0.86283025	0.922887438	0.953901578	1.419999879	0.17313	0.23575548	0.124535173	0.182633284	0.154206218	0.139526193	0.245844579
1394	366	2	29.06	22.19	32.2	12.4	2.209	2.087	2.139	1.623	3.432	1.583	3.386	2.041	2.29	1.623	2.475	0.939	3.119	0.904	3.328	1.571	1.293	1.038	1.177	0.464	0.464	0.47	0.458	1.148	1.137	0.464	1.1425	0.6465	0.519	0.1275	0.5885	0.461	0.5885	0.52475	0.556625	0.5725625	0.485899664	1.14475975	0.721141	0.92112475	0.817068813	0.868080766	0.894348754	1.457698991	0.14860125	0.205836208	0.108664171	0.159224916	0.134438225	0.121674619	0.216615892
2363	366	1	30.48	36.5	32	16.8	2.052	2.104	2.075	1.641	3.426	1.571	3.461	2.157	2.214	1.594	2.452	0.968	3.096	0.974	3.281	1.559	1.351	1.067	1.409	0.463	0.51	0.598	0.586	1.136	1.183	0.53925	1.1595	0.6755	0.5335	0.142	0.7045	0.5625	0.7045	0.6335	0.669	0.68675	0.564701279	1.42851025	0.90112225	1.15679325	1.02391675	1.08909475	1.122628938	1.694103838	0.171678	0.297816678	0.153438938	0.228474467	0.191668367	0.172731569	0.290840359
1856	367	1	24.41	33.4	26.9	12.1	2.191	2.104	2.052	1.716	3.414	1.646	3.368	2.046	2.214	1.658	2.383	0.852	3.107	0.771	3.31	1.635	1.362	1.096	1.177	0.388	0.446	0.411	0.4	1.252	1.275	0.41125	1.2635	0.681	0.548	0.133	0.5885	0.4555	0.5885	0.522	0.55525	0.571875	0.430659993	1.21086175	0.75739825	0.96913425	0.858844	0.912883563	0.940732516	1.291979979	0.163457	0.195288588	0.104102363	0.151599962	0.128327284	0.116333854	0.211183171
2023	367	1	19.9	17.9	27.3	8	2.261	2.041	2.122	1.658	3.461	1.641	3.409	2.006	2.249	1.641	2.487	0.997	3.188	0.968	3.345	1.623	1.339	1.096	1.148	0.383	0.4	0.383	0.365	1.044	1.038	0.38275	1.041	0.6695	0.548	0.1215	0.574	0.4525	0.574	0.51325	0.543625	0.5588125	0.400814863	1.16199925	0.75303025	0.944332	0.844990563	0.893738641	0.91880466	1.202444588	0.14792625	0.163920854	0.087244269	0.127061794	0.107522839	0.097476006	0.177873119
2138	367	1	25.52	8.89	27.1	4.9	2.371	1.838	2.284	1.594	3.258	1.53	3.183	1.843	2.406	1.554	2.481	1.049	3.043	1.032	3.165	1.519	0.974	0.759	0.812	0.244	0.284	0.324	0.313	0.789	0.811	0.29125	0.8	0.487	0.3795	0.1075	0.406	0.2985	0.406	0.35225	0.379125	0.3925625	0.304996287	0.599727	0.34640325	0.46293325	0.401779188	0.431633953	0.447103035	0.91498886	0.09314875	0.077262803	0.041721586	0.060373348	0.051267755	0.046549743	0.085230069
2215	367	1	25.5	33.43	28.6	12.9	2.249	1.988	2.151	1.571	3.409	1.559	3.386	1.93	2.296	1.554	2.452	0.858	3.159	0.846	3.275	1.513	1.258	0.979	1.137	0.417	0.434	0.417	0.371	1.13	1.084	0.40975	1.107	0.629	0.4895	0.1395	0.5685	0.429	0.5685	0.49875	0.533625	0.5510625	0.429089197	1.07641975	0.63364675	0.84108325	0.732499938	0.785575328	0.813025223	1.28726759	0.15603075	0.189989111	0.10098035	0.147572276	0.124798199	0.113019746	0.200853327
179	369	1	25.67	23.82	24.6	9.2	2.186	2.093	2.151	1.728	3.362	1.577	3.374	2.035	2.267	1.664	2.435	0.916	3.026	0.893	3.252	1.617	1.211	0.985	1.188	0.365	0.429	0.418	0.458	1.177	1.142	0.4175	1.1595	0.6055	0.4925	0.113	0.594	0.481	0.594	0.5375	0.56575	0.579875	0.437204978	1.07913325	0.71080975	0.88793725	0.79618125	0.841261188	0.864399703	1.311614933	0.124074	0.161032868	0.083591843	0.123708023	0.10399885	0.093882576	0.162737311
604	369	1	23.73	25.77	25.8	10.2	2.18	1.971	2.116	1.641	3.362	1.588	3.357	1.977	2.261	1.623	2.371	0.841	3.119	0.783	3.287	1.583	1.246	1.026	1.177	0.33	0.348	0.394	0.389	1.13	1.194	0.36525	1.162	0.623	0.513	0.11	0.5885	0.4785	0.5885	0.5335	0.561	0.57475	0.382488906	1.10109675	0.73760175	0.91140175	0.82147675	0.865683	0.888353313	1.147466717	0.12496	0.139032805	0.072556233	0.106951548	0.090043148	0.081372005	0.143387441
2131	369	1	22.54	11.26	35.7	7.9	2.417	1.861	2.365	1.635	3.351	1.525	3.328	1.774	2.487	1.594	2.591	1.171	3.142	1.13	3.246	1.525	0.986	0.759	0.911	0.226	0.267	0.249	0.249	0.69	0.644	0.24775	0.667	0.493	0.3795	0.1135	0.4555	0.342	0.4555	0.39875	0.427125	0.4413125	0.259443193	0.67509075	0.39077325	0.52436275	0.454347438	0.488549953	0.506255066	0.77832958	0.09902875	0.07376424	0.039105354	0.05727035	0.04839674	0.043803269	0.077077005
2214	369	1	24.26	26.78	31.9	12.8	2.151	1.959	2.104	1.588	3.386	1.571	3.374	1.901	2.238	1.6	2.423	0.974	3.078	0.951	3.258	1.548	1.282	1.02	1.223	0.371	0.359	0.353	0.33	0.985	0.95	0.35325	0.9675	0.641	0.51	0.131	0.6115	0.4805	0.6115	0.546	0.57875	0.595125	0.369922535	1.17678475	0.73603525	0.94589725	0.836676	0.890214063	0.917787516	1.109767605	0.150781	0.163043172	0.085410489	0.125813891	0.106008955	0.095808913	0.167331869
40	372	1	20.8	5.67	20.4	2.4	2.139	2.041	1.977	1.687	3.333	1.612	3.304	2	2.238	1.67	2.307	0.812	2.939	0.748	3.194	1.577	1.356	0.956	1.165	0.354	0.371	0.423	0.388	1.229	1.252	0.384	1.2405	0.678	0.478	0.2	0.5825	0.3825	0.5825	0.4825	0.5325	0.5575	0.40212386	1.19392525	0.55762525	0.84622525	0.69192525	0.76657525	0.80577525	1.206371579	0.2312	0.255871412	0.139818466	0.201866178	0.171847631	0.156084376	0.278913109
2436	372	1	27.52	24.9	29.5	13.2	2.249	2.099	2.162	1.646	3.525	1.617	3.478	2	2.325	1.623	2.51	0.962	3.165	0.957	3.333	1.588	1.363	1.008	1.229	0.453	0.476	0.412	0.383	1.137	1.043	0.431	1.09	0.6815	0.504	0.1775	0.6145	0.437	0.6145	0.52575	0.570125	0.5923125	0.451342145	1.26083425	0.665233	0.94133425	0.795407063	0.866401516	0.903375598	1.354026434	0.21042625	0.268819945	0.144203815	0.210066905	0.178024116	0.161336155	0.284922705
2497	372	1	26.17	24.88	30.9	11	2.214	2.209	2.128	1.797	3.507	1.577	3.577	2.006	2.307	1.78	2.522	1.009	3.177	0.997	3.38	1.559	1.379	1.073	1.363	0.412	0.429	0.447	0.429	1.2	1.009	0.42925	1.1045	0.6895	0.5365	0.153	0.6815	0.5285	0.6815	0.605	0.64325	0.662375	0.449509549	1.40974675	0.85068475	1.11789925	0.97843975	1.046706438	1.081937078	1.348528647	0.187578	0.251303707	0.131188238	0.193876615	0.163190087	0.147353578	0.252954306
2563	372	1	28.2	25.58	29.3	11.5	2.128	2.07	2.012	1.675	3.496	1.6	3.443	1.965	2.209	1.641	2.4	0.939	3.067	0.916	3.328	1.588	1.484	1.119	1.315	0.395	0.429	0.377	0.365	1.131	1.049	0.3915	1.09	0.742	0.5595	0.1825	0.6575	0.475	0.6575	0.56625	0.611875	0.6346875	0.409977841	1.47073525	0.80442775	1.11321775	0.950496188	1.029775328	1.070976129	1.229933524	0.23752375	0.27317131	0.146574253	0.213286488	0.180783797	0.163892382	0.292138423
37	382	1	29.85	39.71	32.2	17.6	2.093	2.07	2.017	1.623	3.449	1.588	3.403	2.104	2.214	1.583	2.423	0.574	3.096	0.58	3.328	1.594	1.432	1.114	1.31	0.447	0.487	0.51	0.516	1.496	1.524	0.49	1.51	0.716	0.557	0.159	0.655	0.496	0.655	0.5755	0.61525	0.635125	0.5131268	1.410661	0.832537	1.104109	0.96200275	1.031475813	1.067397391	1.5393804	0.202407	0.296650918	0.157300047	0.230218572	0.194570082	0.176137757	0.311581369
941	382	1	26.33	21.45	29.1	10.2	2.162	2.006	2.104	1.675	3.525	1.612	3.507	1.971	2.174	1.646	2.377	0.759	3.281	0.759	3.409	1.588	1.421	1.235	1.345	0.331	0.36	0.383	0.359	1.247	1.212	0.35825	1.2295	0.7105	0.6175	0.093	0.6725	0.5795	0.6725	0.626	0.64925	0.660875	0.375158523	1.43487775	1.07496775	1.24883125	1.15973725	1.203743688	1.226152328	1.125475568	0.123504	0.135023304	0.06979693	0.103221304	0.086711913	0.078305121	0.139000735
1854	382	1	28.09	48.19	32	18.7	2.081	2.093	2.023	1.687	3.571	1.641	3.565	2.046	2.186	1.629	2.464	0.841	3.183	0.806	3.455	1.617	1.548	1.269	1.484	0.406	0.464	0.429	0.405	1.252	1.24	0.426	1.246	0.774	0.6345	0.1395	0.742	0.6025	0.742	0.67225	0.707125	0.7245625	0.446106157	1.723948	1.14788275	1.42395325	1.281052938	1.351286828	1.387315973	1.33831847	0.19648575	0.256986255	0.133829505	0.197578214	0.166246443	0.15017362	0.262960508
2132	382	1	27.58	26.2	32.7	13	2.278	1.925	2.209	1.559	3.357	1.542	3.328	1.919	2.33	1.548	2.458	0.974	3.142	0.962	3.264	1.542	1.148	0.934	1.05	0.366	0.377	0.377	0.377	0.951	0.957	0.37425	0.954	0.574	0.467	0.107	0.525	0.418	0.525	0.4715	0.49825	0.511625	0.391913684	0.906451	0.588019	0.738889	0.66059175	0.699024813	0.718778016	1.175741051	0.111387	0.124797858	0.065669841	0.096355604	0.081293161	0.073551611	0.130962268
609	386	1	25.4	15.29	22.4	6.2	2.272	2.058	2.18	1.704	3.42	1.583	3.386	1.971	2.29	1.646	2.441	0.829	3.084	0.794	3.299	1.565	1.24	1.009	1.114	0.354	0.412	0.406	0.388	1.229	1.177	0.39	1.203	0.62	0.5045	0.1155	0.557	0.4415	0.557	0.49925	0.528125	0.5425625	0.408407045	1.039989	0.67217925	0.84577575	0.755642438	0.799875328	0.822617098	1.225221135	0.12987975	0.150216093	0.07931806	0.116129139	0.098064115	0.088776216	0.159131415
1855	386	1	27.56	44.93	30.4	17.4	2.122	2.139	2.041	1.733	3.478	1.658	3.409	2.133	2.209	1.623	2.441	0.962	3.107	0.962	3.31	1.646	1.437	1.101	1.287	0.406	0.516	0.487	0.475	1.177	1.171	0.471	1.174	0.7185	0.5505	0.168	0.6435	0.4755	0.6435	0.5595	0.6015	0.6225	0.493230047	1.39268925	0.79091325	1.07138925	0.92409525	0.99597825	1.03324275	1.47969014	0.213192	0.296814005	0.158474814	0.23112464	0.195669785	0.177289814	0.3154581
2031	386	1	23.32	18.83	27.3	9.2	2.365	1.901	2.255	1.606	3.333	1.554	3.293	1.861	2.383	1.588	2.516	1.02	3.067	1.009	3.229	1.548	1.078	0.846	0.928	0.295	0.313	0.313	0.307	0.881	0.852	0.307	0.8665	0.539	0.423	0.116	0.464	0.348	0.464	0.406	0.435	0.4495	0.321489648	0.755913	0.447237	0.590497	0.515503	0.552159	0.57111775	0.964468945	0.111592	0.099236139	0.053179532	0.077289326	0.065504802	0.05940976	0.107627018
2129	386	1	27.13	19.1	36.3	13	2.342	1.896	2.209	1.565	3.333	1.542	3.258	1.901	2.319	1.525	2.423	1.038	3.038	1.014	3.212	1.548	1.124	0.893	0.916	0.331	0.371	0.353	0.359	0.858	0.887	0.3535	0.8725	0.562	0.4465	0.1155	0.458	0.3425	0.458	0.40025	0.429125	0.4435625	0.370184334	0.783004	0.46959475	0.61362325	0.538273938	0.575114828	0.594160598	1.110553003	0.11648175	0.116019195	0.0627021	0.090595235	0.076957315	0.069906869	0.129359157
2212	386	1	29.23	29.41	29.8	12.1	2.186	2.104	2.064	1.635	3.501	1.617	3.449	2.07	2.226	1.623	2.446	0.945	3.165	0.916	3.339	1.612	1.437	1.113	1.263	0.469	0.481	0.458	0.453	1.159	1.154	0.46525	1.1565	0.7185	0.5565	0.162	0.6315	0.4695	0.6315	0.5505	0.591	0.61125	0.487208661	1.36876725	0.79139925	1.05991425	0.91909575	0.98786475	1.023479438	1.461625982	0.20655	0.28129869	0.150475856	0.219083849	0.185578997	0.168227213	0.301898847
665	391	1	30.17	7.76	25.8	3.8	2.22	2.023	2.128	1.559	3.391	1.542	3.414	1.971	2.278	1.559	2.499	0.852	3.107	0.817	3.322	1.542	1.263	1.044	1.194	0.464	0.464	0.429	0.429	1.171	1.154	0.4465	1.1625	0.6315	0.522	0.1095	0.597	0.4875	0.597	0.54225	0.569625	0.5833125	0.467573707	1.13220675	0.76461525	0.940527	0.849573563	0.894300891	0.917226598	1.40272112	0.12630825	0.17187612	0.089624411	0.132151847	0.111238524	0.100519067	0.17717525
1869	391	2	29.8	70.4	33.5	22.1	2.128	2.186	2.035	1.565	3.606	1.513	3.577	2.104	2.209	1.577	2.394	0.858	3.246	0.829	3.432	1.507	1.571	1.223	1.449	0.621	0.609	0.597	0.591	1.328	1.275	0.6045	1.3015	0.7855	0.6115	0.174	0.7245	0.5505	0.7245	0.6375	0.681	0.70275	0.63303092	1.71100525	1.01361325	1.34186425	1.17016975	1.25412475	1.297521438	1.899092759	0.243078	0.441470699	0.233677667	0.342365594	0.289219483	0.261748038	0.46162767
2104	391	1	29.51	48.16	34.3	20.4	2.325	2.058	2.278	1.704	3.316	1.606	3.299	2.017	2.365	1.681	2.47	1.084	3.026	1.101	3.217	1.629	1.038	0.852	0.974	0.354	0.377	0.388	0.411	0.974	0.916	0.3825	0.945	0.519	0.426	0.093	0.487	0.394	0.487	0.4405	0.46375	0.475375	0.400553063	0.759283	0.504556	0.626107	0.56316925	0.594097563	0.609967141	1.20165919	0.087885	0.10203168	0.053344055	0.078553963	0.066165533	0.059808925	0.105607818
2137	391	1	31.53	45.55	32.7	17.1	2.284	2.087	2.249	1.635	3.316	1.554	3.362	2.017	2.371	1.583	2.481	1.101	3.067	1.078	3.212	1.571	1.067	0.841	1.078	0.452	0.504	0.446	0.463	0.986	0.939	0.46625	0.9625	0.5335	0.4205	0.113	0.539	0.426	0.539	0.4825	0.51075	0.524875	0.488255858	0.86269975	0.53742925	0.69399075	0.61251775	0.652456188	0.673023953	1.464767575	0.107802	0.158815227	0.082373158	0.122152827	0.102652651	0.092610319	0.157904874
946	393	1	22.15	25.56	27.2	10.6	2.145	1.884	2.139	1.641	3.38	1.588	3.403	1.849	2.22	1.635	2.423	0.922	3.113	0.864	3.304	1.559	1.241	1.084	1.258	0.243	0.249	0.29	0.261	0.962	0.985	0.26075	0.9735	0.6205	0.542	0.0785	0.629	0.5505	0.629	0.58975	0.609375	0.6191875	0.273056761	1.17095575	0.89518525	1.030323	0.961213563	0.995383141	1.012756785	0.819170284	0.09125625	0.075301	0.038400723	0.057271522	0.047941288	0.043197297	0.074754408
2569	393	1	23.91	10.29	33.5	11.5	2.191	2.006	2.157	1.646	3.426	1.6	3.42	1.907	2.243	1.646	2.441	1.055	3.154	1.049	3.345	1.565	1.269	1.102	1.229	0.36	0.36	0.342	0.307	0.951	0.858	0.34225	0.9045	0.6345	0.551	0.0835	0.6145	0.531	0.6145	0.57275	0.593625	0.6040625	0.358403362	1.17010075	0.878143	1.01980075	0.947228813	0.983079016	1.001330941	1.075210086	0.09898925	0.104638639	0.053868025	0.079878052	0.067029218	0.060487667	0.10643424
2614	393	1	23.95	13.05	30.7	7.5	2.261	2.093	2.203	1.745	3.519	1.617	3.467	2.012	2.313	1.71	2.464	1.055	3.194	1.055	3.414	1.606	1.316	1.101	1.206	0.348	0.383	0.406	0.395	1.038	0.957	0.383	0.9975	0.658	0.5505	0.1075	0.603	0.4955	0.603	0.54925	0.576125	0.5895625	0.401076662	1.193347	0.82134325	0.99861075	0.907087938	0.952127078	0.975188348	1.203229986	0.12991375	0.149202022	0.078104165	0.114811829	0.096747681	0.087498344	0.15631612
2669	393	1	22.98	32	26	9.9	2.191	1.907	2.139	1.629	3.426	1.496	3.426	1.786	2.203	1.594	2.354	0.91	3.113	0.864	3.322	1.496	1.287	1.119	1.235	0.278	0.313	0.29	0.29	0.997	0.922	0.29275	0.9595	0.6435	0.5595	0.084	0.6175	0.5335	0.6175	0.5755	0.5965	0.607	0.306567083	1.19275975	0.89615575	1.03983775	0.96623275	1.00259425	1.02110575	0.919701249	0.101052	0.090929023	0.046880851	0.069445722	0.058298483	0.052623466	0.092937651
749	414	1	24.67	6.71	28.9	4	2.209	2.081	2.099	1.635	3.542	1.6	3.496	2.11	2.232	1.617	2.539	0.829	3.183	0.806	3.432	1.594	1.443	1.2	1.287	0.446	0.464	0.516	0.51	1.252	1.304	0.484	1.278	0.7215	0.6	0.1215	0.6435	0.522	0.6435	0.58275	0.613125	0.6283125	0.506843615	1.39893975	0.945684	1.16019225	1.049247563	1.103797266	1.131764098	1.520530844	0.16056225	0.229729783	0.121007646	0.177239252	0.149591084	0.135416273	0.244139854
828	414	1	24.42	12.36	31.8	7.6	2.249	2.093	2.191	1.681	3.513	1.617	3.565	2	2.336	1.664	2.481	0.754	3.223	0.806	3.426	1.641	1.322	1.09	1.316	0.412	0.429	0.359	0.383	1.339	1.194	0.39575	1.2665	0.661	0.545	0.116	0.658	0.542	0.658	0.6	0.629	0.6435	0.414428431	1.304823	0.886179	1.088599	0.984025	1.035471	1.06182475	1.243285293	0.139896	0.173497976	0.089609373	0.132947812	0.111627127	0.100705383	0.173930639
1858	414	3	21.77	13.73	26.2	6.8	2.214	1.994	2.133	1.623	3.455	1.594	3.432	2.017	2.301	1.583	2.545	0.904	3.188	0.922	3.345	1.577	1.322	1.044	1.218	0.371	0.411	0.44	0.423	1.09	1.095	0.41125	1.0925	0.661	0.522	0.139	0.609	0.47	0.609	0.5395	0.57425	0.591625	0.430659993	1.210351	0.738724	0.961263	0.84516325	0.902005563	0.931332391	1.291979979	0.164437	0.20311088	0.107272236	0.157271754	0.132792044	0.120162152	0.212449312
2260	414	1	24.69	14.01	31.8	8.5	2.046	1.896	2.029	1.525	3.449	1.42	3.386	1.93	2.133	1.478	2.371	0.754	3.125	0.736	3.304	1.438	1.42	1.171	1.34	0.371	0.418	0.492	0.51	1.142	1.194	0.44775	1.168	0.71	0.5855	0.1245	0.67	0.5455	0.67	0.60775	0.638875	0.6544375	0.468882704	1.4287	0.95977075	1.18399525	1.068007938	1.125032828	1.154271848	1.406648111	0.16128975	0.219872815	0.114737825	0.169122269	0.142384285	0.128674614	0.226877922
2493	417	1	30.78	26.99	29.9	12.3	2.186	2.139	2.133	1.641	3.484	1.525	3.409	2.07	2.313	1.583	2.464	0.899	3.148	0.904	3.328	1.507	1.351	1.015	1.223	0.498	0.556	0.563	0.545	1.24	1.166	0.5405	1.203	0.6755	0.5075	0.168	0.6115	0.4435	0.6115	0.5275	0.5695	0.5905	0.566010276	1.24330075	0.67932475	0.94182475	0.80351875	0.87090775	0.90592525	1.698030829	0.198744	0.319216212	0.170638514	0.248921131	0.210778265	0.190958	0.337473439
2664	417	1	29.62	57.54	32	20.1	2.11	2.035	2.017	1.559	3.565	1.49	3.571	1.977	2.186	1.519	2.435	0.8	3.154	0.788	3.449	1.455	1.548	1.263	1.461	0.476	0.516	0.522	0.487	1.235	1.189	0.50025	1.212	0.774	0.6315	0.1425	0.7305	0.588	0.7305	0.65925	0.694875	0.7126875	0.523860575	1.69811325	1.11585825	1.39373325	1.249719188	1.320457078	1.356777879	1.571581725	0.20028375	0.305020439	0.159452682	0.234895971	0.197839179	0.178812144	0.314762281
